n, value, std, method 
2000,-3.0006777969511296,0.3330395982309834,persTree
2000,-3.0541658585445823,0.2884397037155357,persForest
2000,-3.978210970917023,0.0741745554273929,RF
2000,-3.5500502228839674,0.1139908291104627,linReg
