n, value1, value2, std1, std2, method 
2000,-3.007241930346868,-2.993802085928421,0.3999205309600172,0.3027717878329371,persTree
2000,-3.060291734220887,-3.047616748183458,0.34861099420075814,0.26965384192097813,persForest
2000,-3.9769949838095533,-3.9790654100943534,0.12006531806222451,0.10296115227012516,RF
2000,-3.5556499517422715,-3.5443904322581274,0.1486514741094112,0.14888179906274862,linReg
