n, value1, value2, std1, std2, method 
2000,-1.7087159558337552,-0.67047028376722,0.11847478330866516,0.14855808738269236,persTree
2000,-1.6933815183642553,-0.6553065932638679,0.10479220346874293,0.14165011186515045,persForest
2000,-2.1614784224839028,-1.5580774566469122,0.11161291114800535,0.11819916251392851,RF
2000,-2.2885476620683227,-1.7677087791894104,0.08418052915531465,0.08612306871449892,linReg
