n, value, std, method 
2000,-1.1839368652964068,0.10895089214367641,persTree
2000,-1.1687017820198957,0.0972465545768623,persForest
2000,-1.8567898271359622,0.0868834329856844,RF
2000,-2.0258098673669864,0.05926040390097448,linReg
